eventid,iyear,imonth,country_txt,region_txt,city,latitude,longitude,nkill,nwound
202103080018,2021,3,Democratic Republic of the Congo,Sub-Saharan Africa,Apende,1.439148,29.843911,8,0
202103080019,2021,3,West Bank and Gaza Strip,Middle East & North Africa,Betar Illit,31.699772,35.115945,0,1
202103090001,2021,3,Afghanistan,South Asia,Gizab district,33.6025,66.0625,4,2
202103090002,2021,3,Afghanistan,South Asia,Rabat Abdullah,34.34,62.26,1,0
202103090003,2021,3,Afghanistan,South Asia,Qainar,36.367222,69.389722,8,8
202103090004,2021,3,Afghanistan,South Asia,Qadis district,34.815556,63.584167,3,6
202103090005,2021,3,Afghanistan,South Asia,Zargarha,35.17,63.105,7,0
202103090006,2021,3,Afghanistan,South Asia,Pul-e-Ahany,35.046111,69.645833,1,0
202103090007,2021,3,Iraq,Middle East & North Africa,Suq ash Shuyukh district,30.894857,46.453472,0,0
202103090010,2021,3,Afghanistan,South Asia,Unknown,36.768863,66.576164,1,0
202103090014,2021,3,Nigeria,Sub-Saharan Africa,Unknown,7.216661,3.870984,0,0
202103090016,2021,3,Nigeria,Sub-Saharan Africa,Wulgo,12.48392,14.181285,33,20
202103090017,2021,3,Philippines,Southeast Asia,Pughanan,11.0407,122.4444,0,0
202103090018,2021,3,India,South Asia,Pangsha,26.260674,95.098242,0,0
202103100001,2021,3,Afghanistan,South Asia,Orma,34.445,63.957222,1,2
202103100002,2021,3,Afghanistan,South Asia,Alaqadari-i-Almar,35.846111,64.530556,3,5
202103100003,2021,3,Afghanistan,South Asia,Mira Khor,31.50389,65.23208,1,1
202103100009,2021,3,Liberia,Sub-Saharan Africa,Monrovia,6.406776,-10.792343,0,0
202103100010,2021,3,Thailand,Southeast Asia,Bacho,6.517691,101.652348,1,0
202103100018,2021,3,Afghanistan,South Asia,Sahidan,34.050065,64.699913,2,0
202103100023,2021,3,United Kingdom,Western Europe,Brightlingsea,51.813422,1.025159,0,0
202103110001,2021,3,Afghanistan,South Asia,Baghak,34.973616,63.137169,2,0
202103110002,2021,3,Afghanistan,South Asia,Joy-e-Afghan,36.846389,67.214722,17,7
202103110004,2021,3,Afghanistan,South Asia,Kandahar district,31.508019,65.717408,1,1
202103110006,2021,3,Iraq,Middle East & North Africa,Fallujah district,33.354341,43.819188,0,1
202103110011,2021,3,Afghanistan,South Asia,Tatang,34.365278,70.0725,10,0
202103110014,2021,3,Ethiopia,Sub-Saharan Africa,Horo-Guduru,7.546038,40.634685,20,0
202103110019,2021,3,Myanmar,Southeast Asia,Selzin,25.328611,95.966389,0,0
202103110022,2021,3,Egypt,Middle East & North Africa,Al-Mushbah,30.282365,33.617577,2,0
202103110025,2021,3,Democratic Republic of the Congo,Sub-Saharan Africa,Doruma,4.725951,27.675567,0,0
202103120001,2021,3,Afghanistan,South Asia,Qalat,32.3098,67.20324,3,2
202103120004,2021,3,Iraq,Middle East & North Africa,Al-Boudur,34.139665,44.020534,6,0
202103120005,2021,3,Iraq,Middle East & North Africa,Sidakan,36.804382,44.663692,1,1
202103120006,2021,3,Iraq,Middle East & North Africa,Al-Boudur,34.139665,44.020534,1,0
202103120007,2021,3,Iraq,Middle East & North Africa,Al-Boudur,34.139665,44.020534,1,0
202103120010,2021,3,Yemen,Middle East & North Africa,Mudiyah district,13.931845,46.07751,1,0
202103120015,2021,3,Iraq,Middle East & North Africa,Moura Ban Shakh,35.36557,44.137872,1,1
202103120017,2021,3,Peru,South America,Datem del Maranon district,-3.982887,-77.22727,0,0
202103120019,2021,3,United Kingdom,Western Europe,Keady,54.211386,-6.729444,0,0
202103120020,2021,3,Chile,South America,Quepe,-38.868167,-72.768572,0,2
202103120021,2021,3,Chile,South America,Quepe,-38.8419,-72.81,0,0
202103120023,2021,3,Thailand,Southeast Asia,Sai Buri district,6.7,101.58333,1,1
202103120024,2021,3,Colombia,South America,Cuatro Esquinas,8.430296,-73.283677,0,0
202103120025,2021,3,Nigeria,Sub-Saharan Africa,Kukareta,11.740416,12.193954,0,0
202103120026,2021,3,Thailand,Southeast Asia,Budi,6.486389,101.309722,0,0
202103120027,2021,3,Pakistan,South Asia,Mulano,34.001747,71.379462,0,1
202103120028,2021,3,Philippines,Southeast Asia,Pughanan,11.0407,122.4444,0,2
202103130002,2021,3,Afghanistan,South Asia,Aks-e-Dawood,36.60311,69.10405,11,0
202103130004,2021,3,Afghanistan,South Asia,Khanabad,36.74323,66.75187,6,0
202103130005,2021,3,Afghanistan,South Asia,Dawlatabad district,36.557532,65.031999,2,1
202103130006,2021,3,Afghanistan,South Asia,Bagh-e-Pahlawan,36.4528,66.908,11,2
202103130009,2021,3,Iraq,Middle East & North Africa,Diwaniyah,31.975874,45.049633,0,0
202103130012,2021,3,India,South Asia,Gaythapara,18.875095,81.150345,1,0
202103130014,2021,3,Iraq,Middle East & North Africa,Daquq district,35.016431,44.390739,0,0
202103130018,2021,3,West Bank and Gaza Strip,Middle East & North Africa,Masafer Yatta,31.379286,35.182004,0,2
202103130020,2021,3,Nigeria,Sub-Saharan Africa,Ayamelum district,6.533741,6.958318,1,0
202103130021,2021,3,Yemen,Middle East & North Africa,Naqil al-Shim,13.936667,44.716111,0,0
202103130024,2021,3,South Africa,Sub-Saharan Africa,Mpophomeni,-29.568155,30.184908,2,0
202103130025,2021,3,Afghanistan,South Asia,Arghandab district,31.759674,65.663506,0,0
202103130029,2021,3,Burkina Faso,Sub-Saharan Africa,Pissila,13.163089,-0.827165,2,1
202103130030,2021,3,Burkina Faso,Sub-Saharan Africa,Batie,9.876069,-2.920907,1,0
202103130031,2021,3,Democratic Republic of the Congo,Sub-Saharan Africa,Mutuweyi,0.733682,29.503916,0,0
202103130032,2021,3,Democratic Republic of the Congo,Sub-Saharan Africa,Kalalangwe,0.546069,29.435159,3,0
202103140009,2021,3,Syria,Middle East & North Africa,Tabqah,35.756495,38.577987,2,0
202103140011,2021,3,Sweden,Western Europe,Orebro,59.270275,15.170475,0,0
202103140012,2021,3,Yemen,Middle East & North Africa,Al-Kadaha,13.341111,43.85,7,18
202103140013,2021,3,Pakistan,South Asia,Jhelum,32.92566,73.72437,0,1
202103140014,2021,3,Nepal,South Asia,Lahan,26.729714,86.479436,0,8
202103140019,2021,3,Nigeria,Sub-Saharan Africa,Khadamari,11.948641,13.227619,0,0
202103140024,2021,3,Nigeria,Sub-Saharan Africa,Zabarmari,11.933018,13.241291,0,0
202103140025,2021,3,Iraq,Middle East & North Africa,Unknown,36.08303,42.499949,0,0
202103140027,2021,3,Uganda,Sub-Saharan Africa,Kaiso,1.559954,30.964544,0,0
202103140033,2021,3,Chile,South America,Arauco district,-37.28355,-73.62725,0,0
202103150003,2021,3,Afghanistan,South Asia,Shindand district,33.266693,62.356516,1,1
202103150004,2021,3,Afghanistan,South Asia,Shir Khan Bandar,37.19041,68.61126,3,2
202103150005,2021,3,Afghanistan,South Asia,Dwo-Jou,34.277822,62.614227,1,3
202103150006,2021,3,Syria,Middle East & North Africa,Idlib,35.922166,36.683653,0,2
202103150007,2021,3,Mali,Sub-Saharan Africa,Diouradougou Kafo,11.899148,-5.406929,0,0
202103150008,2021,3,Mali,Sub-Saharan Africa,Tessit,15.223681,0.291356,53,14
202103150010,2021,3,Niger,Sub-Saharan Africa,Unknown,14.579253,2.77337,29,1
202103150011,2021,3,Niger,Sub-Saharan Africa,Dare Beri,13.927235,2.896375,29,0
202103150012,2021,3,Democratic Republic of the Congo,Sub-Saharan Africa,Bulongo,0.393889,29.460278,15,0
202103150016,2021,3,Iraq,Middle East & North Africa,Yathrib,33.941587,44.364965,0,0
202103150020,2021,3,Liberia,Sub-Saharan Africa,Monrovia,6.293525,-10.784693,0,0
202103150021,2021,3,Saudi Arabia,Middle East & North Africa,Unknown,18.309339,42.766233,0,0
202103150023,2021,3,Nigeria,Sub-Saharan Africa,Ibusogboro,7.173827,3.877752,0,2
202103150025,2021,3,Democratic Republic of the Congo,Sub-Saharan Africa,Tchele,1.6029,30.213985,7,0
202103150026,2021,3,Democratic Republic of the Congo,Sub-Saharan Africa,Garua,1.875452,29.045993,7,0
202103150029,2021,3,Iraq,Middle East & North Africa,Unknown,30.23072,47.646966,0,0
202103160002,2021,3,Afghanistan,South Asia,Pashdan,34.410854,62.420866,3,9
202103160004,2021,3,Afghanistan,South Asia,Shah Qadam,34.548619,68.949462,2,0
202103160010,2021,3,Iraq,Middle East & North Africa,Zalaya,34.433669,43.764096,0,2
202103160011,2021,3,India,South Asia,Chatra district,24.148891,84.66099,0,0
202103160012,2021,3,Yemen,Middle East & North Africa,As-Salif,15.317073,42.67386,0,0
202103160013,2021,3,Yemen,Middle East & North Africa,Al-Shainah,13.899588,43.498002,0,0
202103160014,2021,3,Yemen,Middle East & North Africa,Al-Maqana,13.899588,43.498002,0,0
202103160017,2021,3,India,South Asia,Lohardaga district,23.6128,84.5765,0,0
202103160018,2021,3,Nigeria,Sub-Saharan Africa,Damasak,13.106338,12.509815,0,0
202103160020,2021,3,Yemen,Middle East & North Africa,Wadi Al-Jisr,13.523333,43.798333,0,0
202103160024,2021,3,Afghanistan,South Asia,Unknown,35.167134,63.769538,1,0
202103160025,2021,3,Afghanistan,South Asia,Unknown,36.079561,64.905955,3,3
202103160026,2021,3,Afghanistan,South Asia,Unknown,31.363647,63.958611,3,3
202103160027,2021,3,Afghanistan,South Asia,Unknown,33.498229,67.761598,3,3
202103160028,2021,3,India,South Asia,Balamba,23.581422,84.544613,0,0
202103170002,2021,3,Afghanistan,South Asia,Sabar,34.21787,70.294189,5,0
202103170005,2021,3,India,South Asia,Bijapur district,18.499738,81.012484,0,0
202103170006,2021,3,India,South Asia,Bijapur district,18.223775,80.910056,0,0
202103170009,2021,3,Uganda,Sub-Saharan Africa,Gayaza,0.452307,32.60796,0,0
202103170010,2021,3,Uganda,Sub-Saharan Africa,Sekanyonyi,0.501759,32.138558,0,0
202103170011,2021,3,Philippines,Southeast Asia,Kitango,6.9499,124.4465,0,0
202103170019,2021,3,Brazil,South America,Olimpia,-20.738938,-48.916015,0,1
202103170023,2021,3,India,South Asia,Lehban,23.583478,84.552276,0,0
202103180004,2021,3,Afghanistan,South Asia,Aabkhora,37.028702,70.896979,10,5
202103180005,2021,3,Afghanistan,South Asia,Abdulgan,35.8,66.716667,7,2
202103180007,2021,3,Afghanistan,South Asia,Hisa-i-Awali Bihsud district,34.571447,68.286231,9,0
202103180011,2021,3,Iraq,Middle East & North Africa,Unknown,31.916667,45.083333,0,0
202103180012,2021,3,Iraq,Middle East & North Africa,Unknown,30.249766,45.333285,0,0
202103180013,2021,3,Yemen,Middle East & North Africa,Ahwar,13.521919,46.711593,12,2
202103180015,2021,3,Democratic Republic of the Congo,Sub-Saharan Africa,Mbujimayi,0.318307,29.080511,3,0
202103180019,2021,3,Burkina Faso,Sub-Saharan Africa,Mansila,13.165316,0.639963,0,0
202103180026,2021,3,Ethiopia,Sub-Saharan Africa,Ataye,10.341276,39.958131,4,0
202103180028,2021,3,Nigeria,Sub-Saharan Africa,Gwoza district,11.085743,13.692613,57,0
202103180029,2021,3,Nigeria,Sub-Saharan Africa,Neni,6.080002,7.001823,1,2
202103180030,2021,3,Nigeria,Sub-Saharan Africa,Awkuzu,6.238305,6.941724,3,0
202103180035,2021,3,Philippines,Southeast Asia,Kitango,6.9499,124.4465,2,3
202103180037,2021,3,Iraq,Middle East & North Africa,Unknown,32.538004,44.615711,0,0
202103180038,2021,3,Yemen,Middle East & North Africa,Sirwah district,15.450333,45.019821,0,0
202103190001,2021,3,Afghanistan,South Asia,Sarchakan,35.70177,65.23055,2,0
202103190003,2021,3,Afghanistan,South Asia,Kamaan Zamin,36.22946,69.57477,8,1
202103190005,2021,3,Afghanistan,South Asia,Shirin Tagab district,36.23828,64.864446,1,0
202103190006,2021,3,Afghanistan,South Asia,Shirin Tagab district,36.23828,64.864446,0,1
202103190009,2021,3,Iraq,Middle East & North Africa,Um al-Khanazir,33.915214,44.778451,1,0
202103190012,2021,3,Philippines,Southeast Asia,Dumagmang,14.108677,122.621797,7,2
202103190016,2021,3,Thailand,Southeast Asia,Budi,6.50091,101.277366,0,8
202103190017,2021,3,Nigeria,Sub-Saharan Africa,Aujirawa Alkali,12.060852,8.676877,0,0
202103190019,2021,3,Syria,Middle East & North Africa,Unknown,36.405515,40.796915,0,0
202103190020,2021,3,Afghanistan,South Asia,Wazir Manda,31.829949,64.568109,5,6
202103190022,2021,3,West Bank and Gaza Strip,Middle East & North Africa,Beit Iksa,31.816672,35.179915,0,0
202103190035,2021,3,Ethiopia,Sub-Saharan Africa,Unknown,11.349425,37.978459,1,0
202103200001,2021,3,Afghanistan,South Asia,Asheqan,33.58955,64.26599,1,0
202103200003,2021,3,Iraq,Middle East & North Africa,Unknown,34.503703,43.652917,0,0
202103200004,2021,3,Iraq,Middle East & North Africa,Al-Dawalib,33.77524,45.080482,1,0
202103200009,2021,3,Burkina Faso,Sub-Saharan Africa,Ourfare,13.081258,-0.525782,7,0
202103200010,2021,3,Burkina Faso,Sub-Saharan Africa,Gorgadji,14.032804,-0.518694,6,0
202103200012,2021,3,Nigeria,Sub-Saharan Africa,Tyo Mu,7.719811,8.589256,0,0
202103200014,2021,3,Venezuela,South America,El Tejero,9.654534,-63.627441,0,0
202103200015,2021,3,Mexico,North America,Santo Tomas Jalieza,16.842556,-96.674798,2,0
202103200016,2021,3,Saudi Arabia,Middle East & North Africa,Unknown,18.309339,42.766233,0,0
202103200019,2021,3,Afghanistan,South Asia,Nahri Saraj district,31.829949,64.568109,1,0
202103200020,2021,3,Iraq,Middle East & North Africa,Hawijah district,35.311698,43.617585,1,2
202103200022,2021,3,Nigeria,Sub-Saharan Africa,Umuelemai,5.679961,7.173472,0,4
202103200023,2021,3,Nigeria,Sub-Saharan Africa,Isinweke,5.646823,7.368203,0,0
202103200024,2021,3,India,South Asia,Pondum,18.890172,81.455364,1,0
202103200025,2021,3,Nigeria,Sub-Saharan Africa,Igbomotoru,4.552561,6.033072,0,0
202103200026,2021,3,Nigeria,Sub-Saharan Africa,Wulgo,12.484085,14.181526,2,4
202103200027,2021,3,Yemen,Middle East & North Africa,Al-Kasarah,15.538063,45.135687,0,0
202103200029,2021,3,Nigeria,Sub-Saharan Africa,Omuo-Ekiti,7.763625,5.722907,4,5
202103200030,2021,3,Yemen,Middle East & North Africa,Madarat,15.496496,45.014305,0,0
202103200032,2021,3,Chile,South America,Galvarino,-38.41274,-72.79202,0,0
202103210001,2021,3,Afghanistan,South Asia,Dashti Qala district,37.206498,69.497501,1,1
202103210002,2021,3,Afghanistan,South Asia,Tajikan,34.3871,69.07274,5,0
202103210003,2021,3,Afghanistan,South Asia,Qaysar district,35.625813,64.306683,1,0
202103210004,2021,3,Afghanistan,South Asia,Chehel Dokhtaran,35.11072,62.32348,6,0
202103210005,2021,3,Afghanistan,South Asia,Du Aab,33.845039,63.292482,1,0
202103210006,2021,3,Afghanistan,South Asia,Bagrami district,34.486153,69.341921,1,1
202103210008,2021,3,Iraq,Middle East & North Africa,Unknown,32.547527,44.561336,0,0
202103210012,2021,3,Niger,Sub-Saharan Africa,Intazayene,16.044193,4.704093,34,5
202103210013,2021,3,Niger,Sub-Saharan Africa,Bakoarate,16.02584,4.357208,33,5
202103210014,2021,3,Niger,Sub-Saharan Africa,Wistane,15.917324,4.548232,35,5
202103210015,2021,3,Niger,Sub-Saharan Africa,Akofakof,15.94744,4.540529,35,5
202103210018,2021,3,Iran,Middle East & North Africa,Saravan,27.370868,62.330735,1,3
202103210026,2021,3,Cameroon,Sub-Saharan Africa,Bla-Goussi Tourou,10.931322,13.738979,3,0
202103210028,2021,3,Democratic Republic of the Congo,Sub-Saharan Africa,Di,1.735893,30.304084,5,0
202103210031,2021,3,Sudan,Sub-Saharan Africa,Abu Kershola,12.143723,30.789586,1,0
202103220001,2021,3,Myanmar,Southeast Asia,Lashio,22.966458,97.752535,0,0
202103220002,2021,3,Afghanistan,South Asia,Pashiman Darea,35.94,68.516389,3,3
202103220003,2021,3,Afghanistan,South Asia,Tangi Qaraqul,33.222518,65.66713,1,0
202103220004,2021,3,Afghanistan,South Asia,Karez Suf,33.2093,65.5284,0,1
202103220005,2021,3,Afghanistan,South Asia,Charkh district,33.813798,68.934719,2,6
202103220013,2021,3,Afghanistan,South Asia,Pashiman Darea,35.94,68.516389,3,2
202103220014,2021,3,South Sudan,Sub-Saharan Africa,Lowereng,4.771316,33.592394,5,0
202103220015,2021,3,Nigeria,Sub-Saharan Africa,Pampo,8.365495,4.500681,0,0
202103220016,2021,3,China,East Asia,Guangzhou,23.014755,113.463269,5,5
202103220027,2021,3,United Kingdom,Western Europe,Camlough,54.171698,-6.425736,0,0
202103220028,2021,3,United Kingdom,Western Europe,Maghery,54.510719,-6.572551,0,0
202103220029,2021,3,Yemen,Middle East & North Africa,Unknown,15.470031,45.322858,0,2
202103220030,2021,3,Yemen,Middle East & North Africa,Unknown,15.470031,45.322858,0,2
202103220031,2021,3,Yemen,Middle East & North Africa,Unknown,15.470031,45.322858,0,1
202103230001,2021,3,Myanmar,Southeast Asia,Lashio,22.966458,97.752535,0,0
202103230002,2021,3,Afghanistan,South Asia,Tagab Robat,34.636883,62.834489,6,1
202103230003,2021,3,Afghanistan,South Asia,Band-e-Ziyarat,33.40189,66.26564,2,0
202103230005,2021,3,Afghanistan,South Asia,Qaysar district,35.64137,64.27908,0,0
202103230007,2021,3,Pakistan,South Asia,Khairpur,27.530534,68.757945,0,3
202103230008,2021,3,Democratic Republic of the Congo,Sub-Saharan Africa,Tchanitchani,-0.791773,29.045993,4,0
202103230009,2021,3,Kenya,Sub-Saharan Africa,Sheikh Barrow,3.593732,41.535035,0,0
202103230010,2021,3,Ethiopia,Sub-Saharan Africa,Unknown,13.893616,39.601595,0,0
202103230013,2021,3,Venezuela,South America,La Victoria,7.039598,-71.442276,0,0
202103230015,2021,3,India,South Asia,Narayanpur district,19.488253,81.36648,5,0
202103230018,2021,3,Kenya,Sub-Saharan Africa,Unknown,-2.269558,40.900641,1,0
202103230019,2021,3,Colombia,South America,Andalucia district,4.145741,-76.180016,0,0
202103230020,2021,3,Peru,South America,Huarcatan,-12.426517,-74.381234,4,0
202103230022,2021,3,Democratic Republic of the Congo,Sub-Saharan Africa,Kapoka,-0.791773,29.045993,3,0
202103230031,2021,3,Nigeria,Sub-Saharan Africa,Ashaka,5.632859,6.400627,1,0
202103230033,2021,3,Nigeria,Sub-Saharan Africa,Eruwa,7.530828,3.417693,0,1
202103230034,2021,3,Cameroon,Sub-Saharan Africa,Pinyin,5.782356,10.056944,0,1
202103230037,2021,3,Central African Republic,Sub-Saharan Africa,Bakouma district,5.696571,22.78385,0,0
202103240002,2021,3,Afghanistan,South Asia,Lakhtonghai,33.18301,65.64471,1,5
202103240003,2021,3,Afghanistan,South Asia,Taraki-ha,35.09217,63.2539,3,0
202103240004,2021,3,Afghanistan,South Asia,Shahjoy district,32.4977,67.39494,18,2
202103240005,2021,3,Afghanistan,South Asia,Pul-e-Khishti,37.10841,68.85371,4,0
202103240006,2021,3,Afghanistan,South Asia,Dilaram,31.437117,62.585953,4,4
202103240007,2021,3,Afghanistan,South Asia,Bagh-e-Dawood,34.58109,68.98092,0,1
202103240008,2021,3,Afghanistan,South Asia,Sarkar-e-Baghl,31.825544,65.608481,0,0
202103240009,2021,3,Kenya,Sub-Saharan Africa,Unknown,3.804051,41.712315,4,10
202103240012,2021,3,Afghanistan,South Asia,Ab Kamari district,34.92509,62.90171,6,1
202103240014,2021,3,Niger,Sub-Saharan Africa,Zibane-koira Zeno,14.004167,2.189444,6,0
202103240015,2021,3,Niger,Sub-Saharan Africa,Zibane-Koira Tegui,14.008958,2.18857,1,0
202103240016,2021,3,Niger,Sub-Saharan Africa,Gabado,14.544865,1.305548,6,0
202103240017,2021,3,Mozambique,Sub-Saharan Africa,Mucojo,-12.070304,40.477828,0,0
202103240018,2021,3,Mozambique,Sub-Saharan Africa,Quiterajo,-11.751805,40.44272,0,0
202103240020,2021,3,Nigeria,Sub-Saharan Africa,Abraka,5.802971,6.119537,3,0
202103240021,2021,3,Mozambique,Sub-Saharan Africa,Manguna,-10.809021,40.412617,0,0
202103240022,2021,3,Mozambique,Sub-Saharan Africa,Palma,-10.774372,40.474546,23,0
202103240023,2021,3,Mozambique,Sub-Saharan Africa,Palma,-10.774372,40.474546,23,0
202103240024,2021,3,Mozambique,Sub-Saharan Africa,Palma,-10.774372,40.474546,23,0
202103240025,2021,3,Mozambique,Sub-Saharan Africa,Palma,-10.774372,40.474546,23,0
202103240027,2021,3,Venezuela,South America,La Victoria,7.032569,-71.437086,0,0
202103240028,2021,3,India,South Asia,Bagmari,22.510667,87.284213,1,0
202103240029,2021,3,Democratic Republic of the Congo,Sub-Saharan Africa,Samboko,0.856285,29.500398,3,0
202103240031,2021,3,Germany,Western Europe,Delmenhorst,53.047845,8.628188,0,0
202103240033,2021,3,Nigeria,Sub-Saharan Africa,Ibarapa East district,7.607778,3.491944,0,1
202103240035,2021,3,Egypt,Middle East & North Africa,Amouriya,30.282365,33.617577,0,0
202103250001,2021,3,Democratic Republic of the Congo,Sub-Saharan Africa,Beni district,0.050672,29.687578,5,0
202103250003,2021,3,India,South Asia,Lawaypora,34.116636,74.699482,3,1
202103250005,2021,3,Iraq,Middle East & North Africa,Unknown,31.910446,44.91306,0,0
202103250007,2021,3,Iraq,Middle East & North Africa,Nazira,33.038255,40.285512,0,4
202103250011,2021,3,Afghanistan,South Asia,Arghandab district,31.75863,65.64414,3,0
202103250018,2021,3,Yemen,Middle East & North Africa,Unknown,16.790182,45.299386,0,0
202103250023,2021,3,Afghanistan,South Asia,Muhajir,31.650983,64.471417,2,0
202103250027,2021,3,Pakistan,South Asia,Naltar,36.16538,74.178601,5,7
202103250029,2021,3,India,South Asia,Kuemari,19.846968,81.603506,0,0
202103250030,2021,3,United Kingdom,Western Europe,Keady,54.235945,-6.720624,0,0
202103250031,2021,3,Iraq,Middle East & North Africa,Beri,37.232808,43.446848,0,0
202103250033,2021,3,Syria,Middle East & North Africa,Tel al-Laban,36.336111,40.787778,0,2
202103250036,2021,3,Nigeria,Sub-Saharan Africa,Takum district,7.278161,9.961561,12,1
202103250039,2021,3,Afghanistan,South Asia,Unknown,35,69.58333,1,0
202103250041,2021,3,Nigeria,Sub-Saharan Africa,Ibarapa East district,7.607778,3.491944,0,1
202103250042,2021,3,Myanmar,Southeast Asia,Laiza,24.754011,97.550451,0,0
202103250043,2021,3,India,South Asia,Tusom,24.784765,94.416618,0,0
202103260002,2021,3,Afghanistan,South Asia,Bakhshaka,37.61869,70.53492,4,3
202103260005,2021,3,Colombia,South America,Corinto,3.17465,-76.261989,0,43
202103260008,2021,3,India,South Asia,Tulsidih,22.920176,86.481174,0,0
202103260009,2021,3,Mozambique,Sub-Saharan Africa,Palma,-10.761996,40.471452,0,0
202103260010,2021,3,Mozambique,Sub-Saharan Africa,Palma,-10.761996,40.471452,4,1
202103260011,2021,3,Mozambique,Sub-Saharan Africa,Palma,-10.761996,40.471452,3,0
202103260013,2021,3,India,South Asia,Talnaar,19.150576,82.162781,1,0
202103260015,2021,3,Saudi Arabia,Middle East & North Africa,Unknown,18.351466,45.600711,0,0
202103260016,2021,3,Colombia,South America,El Palo,3.066111,-76.353056,1,0
202103260017,2021,3,Ukraine,Eastern Europe,Shumy,48.380094,37.933611,4,2
202103260018,2021,3,South Africa,Sub-Saharan Africa,Upington,-28.452529,21.248853,0,0
202103260021,2021,3,Afghanistan,South Asia,Nahri Saraj district,31.83478,64.61239,1,3
202103260022,2021,3,India,South Asia,Patashpur,22.020358,87.542058,0,2
202103260023,2021,3,Cameroon,Sub-Saharan Africa,Ikata,4.330556,9.359167,0,0
202103260024,2021,3,Nigeria,Sub-Saharan Africa,Kachia district,9.956697,7.419548,0,0
202103270001,2021,3,Afghanistan,South Asia,Yaklang,31.67344,64.59033,25,7
202103270003,2021,3,Afghanistan,South Asia,Arghistan,31.57645,66.516955,3,4
202103270005,2021,3,Afghanistan,South Asia,Kohi,35.64137,64.27908,1,0
202103270006,2021,3,Afghanistan,South Asia,Bilchiragh district,35.854984,65.429017,1,0
202103270007,2021,3,Afghanistan,South Asia,Bagh-e-Dawood,34.58109,68.98092,1,0
202103270016,2021,3,Iraq,Middle East & North Africa,Refai,31.720856,46.107575,0,1
202103270018,2021,3,Iraq,Middle East & North Africa,Hamrin,33.89449,44.688649,1,2
202103270019,2021,3,Democratic Republic of the Congo,Sub-Saharan Africa,Muziranduru,0.908933,29.83835,18,0
202103270025,2021,3,Myanmar,Southeast Asia,Thi Mu Hta,17.070967,98.288496,10,0
202103270026,2021,3,India,South Asia,Unknown,22.986757,87.854976,0,1
202103270027,2021,3,Thailand,Southeast Asia,San Chao Kai To,15.79169,99.68199,0,0
202103270029,2021,3,Nigeria,Sub-Saharan Africa,Aba,5.113536,7.386468,0,0
202103270030,2021,3,Syria,Middle East & North Africa,Kozliya,36.680409,40.345646,0,2
202103270031,2021,3,Nigeria,Sub-Saharan Africa,Aba North district,5.11912,7.358887,0,0
202103270032,2021,3,South Sudan,Sub-Saharan Africa,Malakal,9.558876,31.652229,3,5
202103270036,2021,3,Venezuela,South America,Bajo Caura,5.365136,-64.969922,2,0
202103270038,2021,3,Mali,Sub-Saharan Africa,Piron,14.588889,-3.839444,3,0
202103280002,2021,3,Saudi Arabia,Middle East & North Africa,Unknown,18.309339,42.766233,0,0
202103280005,2021,3,Bangladesh,South Asia,Moulvibazar,24.488611,91.770556,0,1
202103280006,2021,3,Afghanistan,South Asia,Kambo,34.19029,70.21013,5,3
202103280007,2021,3,Afghanistan,South Asia,Sar-e Howz,35.606043,64.806628,1,1
202103280008,2021,3,Afghanistan,South Asia,Sar-e Howz,35.606043,64.806628,1,0
202103280010,2021,3,India,South Asia,Sangam,33.827506,75.072066,0,2
202103280012,2021,3,Indonesia,Southeast Asia,Makassar,-5.135733,119.410178,2,20
202103280015,2021,3,Philippines,Southeast Asia,Canlubang,14.209898,121.089236,1,0
202103280016,2021,3,Myanmar,Southeast Asia,Hpakant,25.613611,96.314722,5,0
202103280017,2021,3,Myanmar,Southeast Asia,Hpakant,25.613611,96.314722,5,0
202103280018,2021,3,Myanmar,Southeast Asia,Hpakant,25.613611,96.314722,5,0
202103280019,2021,3,Myanmar,Southeast Asia,Hpakant,25.613611,96.314722,5,0
202103280021,2021,3,South Sudan,Sub-Saharan Africa,Camp 15,4.517559,33.322463,16,5
202103280023,2021,3,Afghanistan,South Asia,Omarzai,34.525238,70.282108,3,0
202103280024,2021,3,Afghanistan,South Asia,Qalay-i-Zal district,36.89746,68.36192,0,2
202103280025,2021,3,Saudi Arabia,Middle East & North Africa,Unknown,18.309339,42.766233,0,0
202103280027,2021,3,Yemen,Middle East & North Africa,Al-Kasarah,15.538063,45.135687,0,0
202103280028,2021,3,South Sudan,Sub-Saharan Africa,Ganji,4.48157,31.241921,4,0
202103280029,2021,3,South Sudan,Sub-Saharan Africa,Kinda,4.289072,31.028919,6,0
202103280031,2021,3,Afghanistan,South Asia,Azlik,36.83326,66.63944,5,7
202103280032,2021,3,Afghanistan,South Asia,Laja Ahmad Khail district,33.813755,69.660793,1,0
202103280033,2021,3,Afghanistan,South Asia,Chamkani district,33.78992,69.8127,0,0
202103290001,2021,3,Myanmar,Southeast Asia,Pan Lon,23.257314,98.785985,0,1
202103290004,2021,3,Afghanistan,South Asia,Awlad-e-Ata-Mohammad,34.59118,65.71919,1,3
202103290007,2021,3,Afghanistan,South Asia,Chahar Qala,35.04909,69.64136,3,0
202103290008,2021,3,Afghanistan,South Asia,Muhajir,31.650983,64.471417,4,5
202103290010,2021,3,Iraq,Middle East & North Africa,Unknown,32.35107,44.396473,0,0
